variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,take_R,trail_atr,stop_atr,breakout_lookback,winner_loser_ratio,return_over_dd
PC_TK12_TR2.8_ST2.4_BL15,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.8,2.4,15,8.13417497453956,4.077134146821339
PC_TK12_TR2.0_ST2.0_BL12,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.0,2.0,12,10.344041796266465,2.6536176758508554
PC_TK12_TR2.0_ST2.0_BL15,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.0,2.0,15,10.344041796266465,2.6536176758508554
PC_TK12_TR2.4_ST2.0_BL12,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.4,2.0,12,10.344041796266465,2.6536176758508554
PC_TK12_TR2.4_ST2.0_BL15,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.4,2.0,15,10.344041796266465,2.6536176758508554
PC_TK12_TR2.8_ST2.0_BL12,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.8,2.0,12,10.344041796266465,2.6536176758508554
PC_TK12_TR2.8_ST2.0_BL15,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,12.0,2.8,2.0,15,10.344041796266465,2.6536176758508554
PC_TK14_TR2.0_ST2.0_BL12,chase,0.023711969953920997,-0.008976968022539444,17,251.64997271560497,239.91329774560495,4.068598065549261,63.619330929389356,-6.515279741778485,14.112546926212056,2.265753144339755,98.49560485553494,-1.7659480822971834,14.0,2.0,2.0,12,9.764635357318225,2.641423016589208
PC_TK14_TR2.0_ST2.0_BL15,chase,0.023711969953920997,-0.008976968022539444,17,251.64997271560497,239.91329774560495,4.068598065549261,63.619330929389356,-6.515279741778485,14.112546926212056,2.265753144339755,98.49560485553494,-1.7659480822971834,14.0,2.0,2.0,15,9.764635357318225,2.641423016589208
PC_TK14_TR2.4_ST2.0_BL12,chase,0.023711969953920997,-0.008976968022539444,17,251.64997271560497,239.91329774560495,4.068598065549261,63.619330929389356,-6.515279741778485,14.112546926212056,2.265753144339755,98.49560485553494,-1.7659480822971834,14.0,2.4,2.0,12,9.764635357318225,2.641423016589208
